,Year,Week,Home,Away,Temp (C),Forecast,Wind (mph)
520,2017,1,CLE,PIT,18.3,Clear,5
521,2017,1,LAR,IND,29.4,Clear,4
522,2017,1,GB,SEA,21.1,Clear,6
523,2017,1,SF,CAR,30.0,Clear,2
524,2017,1,DAL,NYG,25.6,Clear,3
525,2017,1,MIN,NO,n/a,DOME,1
526,2017,1,DEN,LAC,22.8,Partly Cloudy,3
527,2017,2,CIN,HOU,19.4,Mostly Cloudy,0
528,2017,2,BAL,CLE,25.6,Mostly Cloudy,1
529,2017,2,TB,CHI,31.1,Clear,4
530,2017,2,PIT,MIN,25.6,Clear,0
531,2017,2,NO,NE,n/a,DOME,3
532,2017,2,KC,PHI,18.3,Overcast,3
533,2017,2,JAX,TEN,30.0,Clear,7
534,2017,2,IND,ARI,n/a,DOME,3
535,2017,2,CAR,BUF,27.2,Partly Cloudy,3
536,2017,2,LV,NYJ,21.1,Clear,3
537,2017,2,LAC,MIA,21.7,Partly Cloudy,3
538,2017,2,SEA,SF,17.2,Drizzle,5
539,2017,2,LAR,WSH,21.7,Mostly Cloudy,4
540,2017,2,DEN,DAL,20.6,Partly Cloudy,1
541,2017,2,ATL,GB,n/a,DOME,1
542,2017,2,NYG,DET,21.1,Partly Cloudy,2
543,2017,3,SF,LAR,18.3,Clear,5
544,2017,3,JAX,BAL,21.1,Partly Cloudy,7
545,2017,3,IND,CLE,n/a,DOME,2
546,2017,3,PHI,NYG,30.6,Clear,2
547,2017,3,NYJ,MIA,30.6,Clear,1
548,2017,3,BUF,DEN,28.9,Clear,4
549,2017,3,CAR,NO,27.2,Clear,4
550,2017,3,CHI,PIT,30.6,Clear,3
551,2017,3,DET,ATL,n/a,DOME,4
552,2017,3,MIN,TB,n/a,DOME,7
553,2017,3,NE,HOU,28.9,Clear,0
554,2017,3,TEN,SEA,31.1,Clear,2
555,2017,3,GB,CIN,31.1,Clear,7
556,2017,3,LAC,KC,27.2,Clear,4
557,2017,3,WSH,LV,22.8,Clear,0
558,2017,3,ARI,DAL,n/a,DOME,2
559,2017,4,GB,CHI,17.8,Partly Cloudy,4
560,2017,4,MIA,NO,16.7,Mostly Cloudy,9
561,2017,4,HOU,TEN,28.9,Clear,0
562,2017,4,NYJ,JAX,17.8,Clear,1
563,2017,4,NE,CAR,16.1,Clear,1
564,2017,4,MIN,DET,n/a,DOME,7
565,2017,4,ATL,BUF,n/a,DOME,7
566,2017,4,BAL,PIT,17.8,Clear,1
567,2017,4,CLE,CIN,17.8,Clear,2
568,2017,4,DAL,LAR,26.7,Clear,3
569,2017,4,LAC,PHI,23.3,Partly Cloudy,4
570,2017,4,TB,NYG,31.7,Rain,4
571,2017,4,ARI,SF,n/a,DOME,2
572,2017,4,DEN,LV,21.1,Possible Drizzle,2
573,2017,4,SEA,IND,13.9,Mostly Cloudy,3
574,2017,4,KC,WSH,25.6,Clear,5
575,2017,5,TB,NE,25.0,Partly Cloudy,4
576,2017,5,CLE,NYJ,20.0,Mostly Cloudy,5
577,2017,5,DET,CAR,n/a,DOME,4
578,2017,5,IND,SF,n/a,DOME,6
579,2017,5,MIA,TEN,31.7,Clear,6
580,2017,5,CIN,BUF,17.2,Rain,2
581,2017,5,NYG,LAC,23.3,Humid and Mostly Cloudy,4
582,2017,5,PIT,JAX,21.7,Mostly Cloudy,4
583,2017,5,PHI,ARI,25.0,Light Rain,3
584,2017,5,LAR,SEA,23.9,Clear,4
585,2017,5,LV,BAL,23.9,Clear,3
586,2017,5,DAL,GB,31.1,Clear,2
587,2017,5,HOU,KC,28.3,Clear,2
588,2017,5,CHI,MIN,17.8,Clear,3
589,2017,6,CAR,PHI,22.8,Mostly Cloudy,5
590,2017,6,BAL,CHI,20.0,Mostly Cloudy,4
591,2017,6,HOU,CLE,29.4,Clear,2
592,2017,6,MIN,GB,n/a,DOME,4
593,2017,6,NO,DET,n/a,DOME,2
594,2017,6,ATL,MIA,n/a,DOME,3
595,2017,6,NYJ,NE,21.7,Mostly Cloudy,5
596,2017,6,WSH,SF,20.6,Mostly Cloudy,3
597,2017,6,ARI,TB,n/a,DOME,1
598,2017,6,JAX,LAR,28.9,Partly Cloudy,7
599,2017,6,KC,PIT,15.6,Clear,6
600,2017,6,LV,LAC,23.9,Dry,1
601,2017,6,DEN,NYG,11.7,Clear,0
602,2017,6,TEN,IND,11.7,Clear,1
603,2017,7,LV,KC,16.1,Partly Cloudy,4
604,2017,7,BUF,TB,22.8,Clear,3
605,2017,7,PIT,CIN,22.8,Clear,1
606,2017,7,MIN,BAL,n/a,DOME,3
607,2017,7,MIA,NYJ,29.4,Humid and Partly Cloudy,9
608,2017,7,LAR,ARI,11.1,Clear,4
609,2017,7,CHI,CAR,19.4,Overcast,4
610,2017,7,CLE,TEN,23.3,Clear,4
611,2017,7,GB,NO,10.6,Mostly Cloudy,5
612,2017,7,IND,JAX,n/a,DOME,5
613,2017,7,SF,DAL,20.6,Clear,2
614,2017,7,NYG,SEA,22.2,Clear,2
615,2017,7,LAC,DEN,31.7,Clear,2
616,2017,7,NE,ATL,13.3,Partly Cloudy,0
617,2017,7,PHI,WSH,20.6,Partly Cloudy,3
618,2017,8,BAL,MIA,8.9,Clear,0
619,2017,8,CLE,MIN,12.2,Clear,5
620,2017,8,NYJ,ATL,16.7,Rain,2
621,2017,8,TB,CAR,17.2,Partly Cloudy,9
622,2017,8,PHI,SF,17.2,Possible Drizzle,2
623,2017,8,NO,CHI,n/a,DOME,5
624,2017,8,NE,LAC,16.1,Light Rain,1
625,2017,8,BUF,LV,3.9,Light Rain,2
626,2017,8,CIN,IND,3.9,Mostly Cloudy,1
627,2017,8,SEA,HOU,10.0,Overcast,0
628,2017,8,WSH,DAL,15.6,Possible Light Rain,0
629,2017,8,DET,PIT,n/a,DOME,2
630,2017,8,KC,DEN,5.0,Clear,3
631,2017,9,NYJ,BUF,17.8,Clear,2
632,2017,9,HOU,IND,27.8,Humid and Partly Cloudy,4
633,2017,9,JAX,CIN,25.0,Mostly Cloudy,4
634,2017,9,NO,TB,n/a,DOME,3
635,2017,9,NYG,LAR,13.3,Overcast,1
636,2017,9,CAR,ATL,14.4,Overcast,0
637,2017,9,PHI,DEN,16.7,Overcast,1
638,2017,9,TEN,BAL,23.9,Mostly Cloudy,8
639,2017,9,SF,ARI,13.9,Clear,1
640,2017,9,SEA,WSH,1.7,Light Rain,4
641,2017,9,DAL,KC,32.2,Clear,4
642,2017,9,MIA,LV,24.4,Clear,0
643,2017,9,GB,DET,1.1,Clear,1
644,2017,10,ARI,SEA,n/a,DOME,1
645,2017,10,CHI,GB,3.9,Light Rain,0
