"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"50947-43973","RB","Keith","Keith Smith","Smith","0.6499999761581421","4","4500","ATL@MIN","ATL","MIN","","","","",""
"50947-104388","WR","Tom","Tom Kennedy","Kennedy","0","0","4500","DET@JAC","DET","JAC","","","","",""
"50947-56262","WR","Parris","Parris Campbell","Campbell","5.849999904632568","2","4500","CIN@IND","IND","CIN","IR","Knee - mcl","","",""
"50947-73687","WR","Quez","Quez Watkins","Watkins","0","0","4500","BAL@PHI","PHI","BAL","","","","",""
"50947-72669","WR","Isaiah","Isaiah Wright","Wright","3.566666603088379","3","4500","WAS@NYG","WAS","NYG","","","","",""
"50947-41954","WR","Victor","Victor Bolden","Bolden","0","0","4500","DET@JAC","DET","JAC","","","","",""
"50947-40932","WR","Pharoh","Pharoh Cooper","Cooper","0.34000000953674314","5","4500","CHI@CAR","CAR","CHI","","","","",""
"50947-104424","RB","Craig","Craig Reynolds","Reynolds","0","0","4500","DET@JAC","JAC","DET","","","","",""
"50947-63475","WR","Quadree","Quadree Henderson","Henderson","0","0","4500","CLE@PIT","PIT","CLE","","","","",""
"50947-31732","WR","Corey","Corey Coleman","Coleman","0","0","4500","WAS@NYG","NYG","WAS","","","","",""
"50947-40948","RB","Ralph","Ralph Webb","Webb","0","0","4500","CLE@PIT","PIT","CLE","","","","",""
"50947-72693","RB","Adrian","Adrian Killins Jr.","Killins Jr.","-0.5","1","4500","BAL@PHI","PHI","BAL","","","","",""
"50947-63479","RB","John","John Kelly","Kelly","0.8999999761581421","1","4500","CLE@PIT","CLE","PIT","","","","",""
"50947-80294","TE","Anthony","Anthony Firkser","Firkser","3.7999998728434243","3","4400","HOU@TEN","TEN","HOU","","","","",""
"50947-29314","TE","Richard","Richard Rodgers","Rodgers","3.2666667302449546","3","4400","BAL@PHI","PHI","BAL","","","","",""
"50947-38753","TE","Jake","Jake Butt","Butt","0.5","3","4400","DEN@NE","DEN","NE","","","","",""
"50947-72725","TE","Irv","Irv Smith Jr.","Smith Jr.","2.700000047683716","4","4300","ATL@MIN","MIN","ATL","","","","",""
"50947-12529","D","Cleveland","Cleveland Browns","Browns","7.4","5","4300","CLE@PIT","CLE","PIT","","","","",""
"50947-32045","TE","Vance","Vance McDonald","McDonald","1.875","4","4200","CLE@PIT","PIT","CLE","","","","",""
"50947-19342","TE","Demetrius","Demetrius Harris","Harris","1.1","5","4200","CHI@CAR","CHI","CAR","","","","",""
"50947-70601","TE","Harrison","Harrison Bryant","Bryant","3.0799999237060547","5","4200","CLE@PIT","CLE","PIT","","","","",""
"50947-62510","TE","Nick","Nick Boyle","Boyle","2.4","5","4100","BAL@PHI","BAL","PHI","","","","",""
"50947-71806","TE","Kaden","Kaden Smith","Smith","1.6200000762939453","5","4100","WAS@NYG","NYG","WAS","","","","",""
"50947-12527","D","Chicago","Chicago Bears","Bears","5.4","5","4100","CHI@CAR","CHI","CAR","","","","",""
"50947-55609","TE","Ryan","Ryan Izzo","Izzo","1.475000023841858","4","4100","DEN@NE","NE","DEN","","","","",""
"50947-18009","TE","Chris","Chris Manhertz","Manhertz","1.4666666984558105","3","4100","CHI@CAR","CAR","CHI","","","","",""
"50947-91047","TE","Cole","Cole Kmet","Kmet","0.5666666825612386","3","4100","CHI@CAR","CHI","CAR","","","","",""
"50947-27672","TE","Matt","Matt LaCosse","LaCosse","3.200000047683716","8","4000","DEN@NE","NE","DEN","IR","Opt out","","",""
"50947-29725","TE","Levine","Levine Toilolo","Toilolo","1.7999999523162842","1","4000","WAS@NYG","NYG","WAS","","","","",""
"50947-60451","TE","Tyler","Tyler Conklin","Conklin","1.9600000381469727","5","4000","ATL@MIN","MIN","ATL","","","","",""
"50947-62505","TE","MyCole","MyCole Pruitt","Pruitt","4.599999904632568","2","4000","HOU@TEN","TEN","HOU","IR","Illness","","",""
"50947-62508","TE","James","James O'Shaughnessy","O'Shaughnessy","3.5","5","4000","DET@JAC","JAC","DET","","","","",""
"50947-64563","TE","Hale","Hale Hentges","Hentges","4.05999984741211","5","4000","CIN@IND","IND","CIN","","","","",""
"50947-63565","TE","Jake","Jake Breeland","Breeland","0","0","4000","BAL@PHI","BAL","PHI","IR","Knee - acl","","",""
"50947-30800","TE","Jason","Jason Croom","Croom","0","0","4000","BAL@PHI","PHI","BAL","","","","",""
"50947-71767","TE","Caleb","Caleb Wilson","Wilson","0","0","4000","BAL@PHI","PHI","BAL","","","","",""
"50947-64603","TE","Farrod","Farrod Green","Green","0","0","4000","CIN@IND","IND","CIN","","","","",""
"50947-79980","TE","Eric","Eric Saubert","Saubert","1.5499999523162842","2","4000","DET@JAC","JAC","DET","","","","",""
"50947-58499","TE","Parker","Parker Hesse","Hesse","0","0","4000","HOU@TEN","TEN","HOU","","","","",""
"50947-62617","TE","Khari","Khari Lee","Lee","0","0","4000","ATL@MIN","ATL","MIN","","","","",""
"50947-54426","TE","Andrew","Andrew Beck","Beck","2.2266667683919272","9","4000","DEN@NE","DEN","NE","","","","",""
"50947-32957","TE","Eric","Eric Tomlinson","Tomlinson","0.6000000238418579","1","4000","WAS@NYG","NYG","WAS","","","","",""
"50947-65737","TE","Sam","Sam Tecklenburg","Tecklenburg","0","0","4000","CHI@CAR","CAR","CHI","","","","",""
"50947-57556","TE","Jerome","Jerome Cunningham","Cunningham","0","0","4000","WAS@NYG","WAS","NYG","","","","",""
"50947-130273","TE","Dylan","Dylan Stapleton","Stapleton","0","0","4000","HOU@TEN","HOU","TEN","","","","",""
"50947-130286","TE","Ben","Ben Ellefson","Ellefson","0","0","4000","DET@JAC","JAC","DET","","","","",""
"50947-52468","TE","Ethan","Ethan Wolf","Wolf","0","0","4000","CIN@IND","IND","CIN","","","","",""
"50947-12534","D","Tennessee","Tennessee Titans","Titans","5.75","4","4000","HOU@TEN","TEN","HOU","","","","",""
"50947-61693","TE","Danny","Danny Pinter","Pinter","0","0","4000","CIN@IND","IND","CIN","","","","",""
"50947-83202","TE","Christian","Christian Scotland-Williamson","Scotland-Williamson","0","0","4000","CLE@PIT","PIT","CLE","","","","",""
"50947-29956","TE","Joshua","Joshua Perkins","Perkins","6.400000254313151","3","4000","BAL@PHI","PHI","BAL","IR","Upper body","","",""
"50947-83226","TE","Kevin","Kevin Rader","Rader","0","0","4000","CLE@PIT","PIT","CLE","","","","",""
"50947-63775","TE","Scottie","Scottie Dill","Dill","0","0","4000","ATL@MIN","ATL","MIN","","","","",""
"50947-65839","TE","Kahale","Kahale Warring","Warring","0","0","4000","HOU@TEN","HOU","TEN","IR","Undisclosed","","",""
"50947-83253","TE","Paul","Paul Butler","Butler","0","0","4000","DEN@NE","NE","DEN","","","","",""
"50947-64864","TE","Noah","Noah Togiai","Togiai","0","1","4000","CIN@IND","IND","CIN","","","","",""
"50947-25957","TE","J.P.","J.P. Holtz","Holtz","2.1000000635782876","6","4000","CHI@CAR","CHI","CAR","","","","",""
"50947-60791","TE","Tommy","Tommy Hudson","Hudson","0","0","4000","HOU@TEN","TEN","HOU","","","","",""
"50947-73089","TE","Devin","Devin Asiasi","Asiasi","0","0","4000","DEN@NE","NE","DEN","","","","",""
"50947-71048","TE","Thaddeus","Thaddeus Moss","Moss","0","0","4000","WAS@NYG","WAS","NYG","IR","Undisclosed","","",""
"50947-63907","TE","Josh","Josh Oliver","Oliver","1","3","4000","DET@JAC","JAC","DET","IR","Foot","","",""
"50947-47551","TE","Mason","Mason Schreck","Schreck","0","0","4000","CIN@IND","CIN","IND","","","","",""
"50947-31169","TE","Jeremy","Jeremy Sprinkle","Sprinkle","0","1","4000","WAS@NYG","WAS","NYG","","","","",""
"50947-84440","TE","Jaeden","Jaeden Graham","Graham","0.6000000238418579","2","4000","ATL@MIN","ATL","MIN","","","","",""
"50947-103900","TE","Brandon","Brandon Dillon","Dillon","0","0","4000","ATL@MIN","MIN","ATL","","","","",""
"50947-31207","TE","C.J.","C.J. Uzomah","Uzomah","9.350000381469727","2","4000","CIN@IND","CIN","IND","IR","Achilles","","",""
"50947-27117","TE","Sean","Sean Culkin","Culkin","0.8500000238418579","2","4000","BAL@PHI","BAL","PHI","","","","",""
"50947-61936","TE","Caleb","Caleb Repp","Repp","0","0","4000","ATL@MIN","ATL","MIN","","","","",""
"50947-62981","TE","Eli","Eli Wolf","Wolf","0","0","4000","BAL@PHI","BAL","PHI","","","","",""
"50947-64023","TE","Kyle","Kyle Markway","Markway","0","0","4000","CLE@PIT","CLE","PIT","","","","",""
"50947-60981","TE","Charlie","Charlie Heck","Heck","0","0","4000","HOU@TEN","HOU","TEN","","","","",""
"50947-60984","TE","Jake","Jake Bargas","Bargas","0","0","4000","ATL@MIN","MIN","ATL","","","","",""
"50947-52795","TE","Charles","Charles Jones","Jones","1","1","4000","DET@JAC","JAC","DET","","","","",""
"50947-104008","TE","Stephen","Stephen Carlson","Carlson","0.6666666666666666","3","4000","CLE@PIT","CLE","PIT","","","","",""
"50947-56925","TE","Charles","Charles Scarff","Scarff","0","0","4000","BAL@PHI","BAL","PHI","","","","",""
"50947-38523","TE","Geoff","Geoff Swaim","Swaim","2.1666666666666665","6","4000","HOU@TEN","TEN","HOU","","","","",""
"50947-65182","TE","Mitchell","Mitchell Wilcox","Wilcox","0","0","4000","CIN@IND","CIN","IND","","","","",""
"50947-62119","TE","C.J.","C.J. Conrad","Conrad","0","0","4000","WAS@NYG","NYG","WAS","","","","",""
"50947-70335","TE","Seth","Seth DeValve","DeValve","2.857142857142857","7","4000","CHI@CAR","CAR","CHI","","","","",""
"50947-70341","TE","Moritz","Moritz Bohringer","Bohringer","0","0","4000","CIN@IND","CIN","IND","","","","",""
"50947-70342","TE","Temarrick","Temarrick Hemingway","Hemingway","1.5","1","4000","WAS@NYG","WAS","NYG","","","","",""
"50947-69326","TE","Isaac","Isaac Nauta","Nauta","1.149999976158142","2","4000","DET@JAC","DET","JAC","","","","",""
"50947-64221","TE","Zach","Zach Gentry","Gentry","0.8999999761581421","1","4000","CLE@PIT","PIT","CLE","","","","",""
"50947-29411","TE","Pharaoh","Pharaoh Brown","Brown","0.8999999761581421","1","4000","HOU@TEN","HOU","TEN","","","","",""
"50947-86770","TE","Hunter","Hunter Bryant","Bryant","0","0","4000","DET@JAC","DET","JAC","IR","Concussion","","",""
"50947-61172","TE","Tyler","Tyler Davis","Davis","0","0","4000","DET@JAC","JAC","DET","","","","",""
"50947-91945","TE","Cam","Cam Sutton","Sutton","0","0","4000","CHI@CAR","CAR","CHI","","","","",""
"50947-40746","TE","Troy","Troy Fumagalli","Fumagalli","2.133333365122477","6","4000","HOU@TEN","HOU","TEN","","","","",""
"50947-55099","TE","Ian","Ian Bunting","Bunting","0","0","4000","CIN@IND","IND","CIN","","","","",""
"50947-38722","TE","Cethan","Cethan Carter","Carter","1.1666666666666667","3","4000","CIN@IND","CIN","IND","","","","",""
"50947-28487","TE","Jeff","Jeff Heuerman","Heuerman","3.049999952316284","8","4000","DEN@NE","DEN","NE","","","","",""
"50947-70489","TE","Ben","Ben Braunecker","Braunecker","3.7249999046325684","4","4000","CHI@CAR","CHI","CAR","","","","",""
"50947-63321","TE","Rashod","Rashod Berry","Berry","0","0","4000","DEN@NE","NE","DEN","","","","",""
"50947-64351","TE","Jake","Jake Burt","Burt","0","0","4000","DEN@NE","NE","DEN","","","","",""
"50947-66402","TE","Jack","Jack Driscoll","Driscoll","0","0","4000","BAL@PHI","PHI","BAL","","","","",""
"50947-55153","TE","Garrett","Garrett Dickerson","Dickerson","0","0","4000","WAS@NYG","NYG","WAS","","","","",""
"50947-55172","TE","Cole","Cole Herdman","Herdman","0","0","4000","HOU@TEN","TEN","HOU","","","","",""
"50947-38805","TE","Marcus","Marcus Baugh","Baugh","0.699999988079071","1","4000","WAS@NYG","WAS","NYG","","","","",""
"50947-29592","TE","Xavier","Xavier Grimble","Grimble","0.4000000059604645","2","4000","BAL@PHI","BAL","PHI","","","","",""
"50947-28570","TE","Nick","Nick Vannett","Vannett","0.36666667461395264","3","4000","DEN@NE","DEN","NE","","","","",""
"50947-65477","TE","Giovanni","Giovanni Ricci","Ricci","0","0","4000","CHI@CAR","CAR","CHI","","","","",""
"50947-65492","TE","Dax","Dax Raymond","Raymond","0","0","4000","CLE@PIT","PIT","CLE","","","","",""
"50947-54239","TE","Matt","Matt Sokol","Sokol","0","0","4000","DET@JAC","DET","JAC","","","","",""
"50947-14304","TE","Luke","Luke Stocker","Stocker","0.5999999841054281","3","4000","ATL@MIN","ATL","MIN","","","","",""
"50947-104421","TE","Jesper","Jesper Horsted","Horsted","3.3400001525878906","5","4000","CHI@CAR","CHI","CAR","","","","",""
"50947-85994","TE","Dalton","Dalton Keene","Keene","0","0","4000","DEN@NE","NE","DEN","","","","",""
"50947-57325","TE","Jordan","Jordan Franks","Franks","0","0","4000","BAL@PHI","PHI","BAL","","","","",""
"50947-12531","D","Denver","Denver Broncos","Broncos","4.75","4","3900","DEN@NE","DEN","NE","","","","",""
"50947-12543","D","New York","New York Giants","Giants","5.4","5","3900","WAS@NYG","NYG","WAS","","","","",""
"50947-12540","D","Minnesota","Minnesota Vikings","Vikings","2.8","5","3800","ATL@MIN","MIN","ATL","","","","",""
"50947-12556","D","Houston","Houston Texans","Texans","3.2","5","3800","HOU@TEN","HOU","TEN","","","","",""
"50947-12553","D","Carolina","Carolina Panthers","Panthers","4.2","5","3700","CHI@CAR","CAR","CHI","","","","",""
"50947-12545","D","Philadelphia","Philadelphia Eagles","Eagles","5.8","5","3600","BAL@PHI","PHI","BAL","","","","",""
"50947-12554","D","Jacksonville","Jacksonville Jaguars","Jaguars","2.4","5","3600","DET@JAC","JAC","DET","","","","",""
"50947-12532","D","Detroit","Detroit Lions","Lions","1.25","4","3400","DET@JAC","DET","JAC","","","","",""
"50947-12528","D","Cincinnati","Cincinnati Bengals","Bengals","3.2","5","3300","CIN@IND","CIN","IND","","","","",""
"50947-12525","D","Atlanta","Atlanta Falcons","Falcons","1.4","5","3200","ATL@MIN","ATL","MIN","","","","",""
