,Player Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST
356,Diontae Spencer,,WR,,11/15/2020,@Raiders,L 12 - 37,,,,,,,,,,,,,,,,,,,,,
323,Donald Parham,LAC,TE,,11/15/2020,@Dolphins,L 21 - 29,,,,,,,,,,,,,,,1,13,13,13,0,,
315,Donovan Peoples-Jones,CLE,WR,,11/15/2020,Texans,W 10 - 7,,,,,,,,,,,,,,,2,16,8,10,0,,
180,Dontrell Hilliard,CLE,RB,,11/15/2020,Texans,W 10 - 7,,,,,,,,,,,,,,,,,,,,,
209,Dontrelle Inman,WSH,WR,,11/15/2020,@Lions,L 27 - 30,,,,,,,,,,,,,,,,,,,,,
34,Drew Brees,,QB,,11/15/2020,49ers,W 27 - 13,8,13,76,5.8,1,0,0,0,103.4,1,-1,-1,,0,,,,,,1,0
248,Drew Lock,DEN,QB,,11/15/2020,@Raiders,L 12 - 37,23,47,257,5.5,1,4,2,10,37.3,2,7,3.5,,0,,,,,,1,0
387,Drew Sample,CIN,TE,,11/15/2020,@Steelers,L 10 - 36,,,,,,,,,,,,,,,1,9,9,9,0,,
227,Duke Johnson,HOU,RB,,11/15/2020,@Browns,L 7 - 10,,,,,,,,,,14,54,3.9,23,0,0,0,,,0,,
359,Durham Smythe,MIA,TE,,11/15/2020,Chargers,W 29 - 21,,,,,,,,,,,,,,,2,9,4.5,7,1,,
199,Dwayne Harris,,WR,,11/17/2020,Vikings,L 13 - 19,,,,,,,,,,,,,,,,,,,,1,1
196,Dwayne Haskins,WSH,QB,,11/15/2020,@Lions,L 27 - 30,,,,,,,,,,,,,,,,,,,,,
438,Dwayne Washington,NO,RB,,11/15/2020,49ers,W 27 - 13,,,,,,,,,,,,,,,,,,,,,
349,Easton Stick,LAC,QB,,11/15/2020,@Dolphins,L 21 - 29,,,,,,,,,,,,,,,,,,,,,
316,Elijhaa Penny,NYG,RB,,11/15/2020,Eagles,W 27 - 17,,,,,,,,,,1,0,0,0,0,,,,,,,
382,Emmanuel Sanders,NO,WR,,11/15/2020,49ers,W 27 - 13,,,,,,,,,,,,,,,1,5,5,5,0,,
49,Eno Benjamin,ARI,RB,,11/15/2020,Bills,W 32 - 30,,,,,,,,,,,,,,,,,,,,,
353,Equanimeous St Brown,GB,WR,,11/15/2020,Jaguars,W 24 - 20,,,,,,,,,,,,,,,,,,,,,
118,Eric Ebron,PIT,TE,,11/15/2020,Bengals,W 36 - 10,,,,,,,,,,,,,,,2,38,19,24,0,,
111,Evan Engram,NYG,TE,,11/15/2020,Eagles,W 27 - 17,,,,,,,,,,,,,,,2,15,7.5,11,0,,
262,Foster Moreau,LV,TE,,11/15/2020,Broncos,W 37 - 12,,,,,,,,,,,,,,,,,,,,,
345,Freddie Swain,SEA,WR,,11/15/2020,@Rams,L 16 - 23,,,,,,,,,,,,,,,3,37,12.3,21,0,,
102,Gabriel Davis,BUF,WR,,11/15/2020,@Cardinals,L 30 - 32,,,,,,,,,,,,,,,0,0,,,0,,
269,Gardner Minshew,JAX,QB,,11/15/2020,@Packers,L 20 - 24,,,,,,,,,,,,,,,,,,,,,
365,Geno Smith,SEA,QB,,11/15/2020,@Rams,L 16 - 23,,,,,,,,,,,,,,,,,,,,,
346,Geoff Swaim,TEN,TE,,11/13/2020,Colts,L 17 - 34,,,,,,,,,,,,,,,,,,,,,
107,Gerald Everett,LAR,TE,,11/15/2020,Seahawks,W 23 - 16,,,,,,,,,,,,,,,2,27,13.5,16,0,,
48,Giovani Bernard,CIN,RB,,11/15/2020,@Steelers,L 10 - 36,,,,,,,,,,8,30,3.8,11,0,4,17,4.3,13,0,,
407,Golden Tate,NYG,WR,,11/15/2020,Eagles,W 27 - 17,,,,,,,,,,,,,,,2,44,22,38,0,,
302,Greg Olsen,,TE,,11/15/2020,@Rams,L 16 - 23,,,,,,,,,,,,,,,2,33,16.5,22,0,,
441,Greg Ward,PHI,WR,,11/15/2020,@Giants,L 17 - 27,,,,,,,,,,,,,,,5,39,7.8,16,0,,
301,Gunner Olszewski,NE,WR,,11/16/2020,Ravens,W 23 - 17,,,,,,,,,,,,,,,,,,,,,
114,Gus Edwards,BAL,RB,,11/16/2020,@Patriots,L 17 - 23,,,,,,,,,,7,42,6,11,0,1,31,31,31,0,,
24,Harrison Bryant,CLE,TE,,11/15/2020,Texans,W 10 - 7,,,,,,,,,,,,,,,,,,,,,
325,Henry Ruggs,LV,WR,,11/15/2020,Broncos,W 37 - 12,,,,,,,,,,,,,,,3,31,10.3,21,0,,
190,Hunter Henry,LAC,TE,,11/15/2020,@Dolphins,L 21 - 29,,,,,,,,,,,,,,,4,30,7.5,17,1,,
339,Hunter Renfrow,LV,WR,,11/15/2020,Broncos,W 37 - 12,,,,,,,,,,,,,,,2,30,15,25,0,,
399,Ian Thomas,CAR,TE,,11/15/2020,Buccaneers,L 23 - 46,,,,,,,,,,,,,,,1,7,7,7,0,,
367,Irv Smith,MIN,TE,,11/17/2020,@Bears,W 19 - 13,,,,,,,,,,,,,,,,,,,,,
296,Isaac Nauta,,TE,,11/15/2020,Football Team,W 30 - 27,,,,,,,,,,,,,,,0,0,,,0,,
61,Isaiah Coulter,HOU,WR,,11/15/2020,@Browns,L 7 - 10,,,,,,,,,,,,,,,,,,,,,
129,Isaiah Ford,,WR,,11/16/2020,Ravens,W 23 - 17,,,,,,,,,,,,,,,,,,,,,
280,Isaiah McKenzie,BUF,WR,,11/15/2020,@Cardinals,L 30 - 32,,,,,,,,,,,,,,,1,2,2,2,0,,
414,Isaiah Wright,WSH,WR,,11/15/2020,@Lions,L 27 - 30,,,,,,,,,,,,,,,6,59,9.8,22,0,,
278,JD McKissic,WSH,RB,,11/15/2020,@Lions,L 27 - 30,,,,,,,,,,8,6,0.8,5,1,7,43,6.1,9,0,,
2,JJ Arcega-Whiteside,PHI,WR,,11/15/2020,@Giants,L 17 - 27,,,,,,,,,,,,,,,,,,,,,
406,JJ Taylor,NE,RB,,11/16/2020,Ravens,W 23 - 17,,,,,,,,,,,,,,,,,,,,,
96,JK Dobbins,BAL,RB,,11/16/2020,@Patriots,L 17 - 23,,,,,,,,,,5,13,2.6,4,0,1,1,1,1,0,,
173,JP Holtz,CHI,TE,,11/17/2020,Vikings,L 13 - 19,,,,,,,,,,,,,,,,,,,,,
195,JaMycal Hasty,,RB,,11/15/2020,@Saints,L 13 - 27,,,,,,,,,,3,13,4.3,8,0,2,-4,-2,1,0,,
352,Jace Sternberger,GB,TE,,11/15/2020,Jaguars,W 24 - 20,,,,,,,,,,,,,,,,,,,,,
94,Jack Doyle,IND,TE,,11/13/2020,@Titans,W 34 - 17,,,,,,,,,,,,,,,,,,,,,
119,Jacob Eason,IND,QB,,11/13/2020,@Titans,W 34 - 17,,,,,,,,,,,,,,,,,,,,,
174,Jacob Hollister,SEA,TE,,11/15/2020,@Rams,L 16 - 23,,,,,,,,,,,,,,,1,6,6,6,0,,
31,Jacoby Brissett,IND,QB,,11/13/2020,@Titans,W 34 - 17,,,,,,,,,,1,2,2,,1,,,,,,,
123,Jake Fromm,BUF,QB,,11/15/2020,@Cardinals,L 30 - 32,,,,,,,,,,,,,,,,,,,,,
238,Jake Kumerow,BUF,WR,,11/15/2020,@Cardinals,L 30 - 32,,,,,,,,,,,,,,,,,,,,,
245,Jake Luton,JAX,QB,,11/15/2020,@Packers,L 20 - 24,18,35,169,4.8,1,1,3,18,62.7,,,,,,,,,,,,
143,Jakeem Grant,MIA,WR,,11/15/2020,Chargers,W 29 - 21,,,,,,,,,,,,,,,4,43,10.8,15,1,,
273,Jakobi Meyers,NE,WR,,11/16/2020,Ravens,W 23 - 17,,,,,,,,,,,,,,,5,59,11.8,26,0,,
137,Jalen Guyton,LAC,WR,,11/15/2020,@Dolphins,L 21 - 29,,,,,,,,,,,,,,,4,24,6,9,0,,
160,Jalen Hurts,PHI,QB,,11/15/2020,@Giants,L 17 - 27,,,,,,,,,,2,-1,-0.5,,0,,,,,,1,0
342,Jalen Reagor,PHI,WR,,11/15/2020,@Giants,L 17 - 27,,,,,,,,,,,,,,,4,47,11.8,16,0,,
337,Jalen Richard,LV,RB,,11/15/2020,Broncos,W 37 - 12,,,,,,,,,,,,,,,,,,,,,
425,Jamaal Williams,GB,RB,,11/15/2020,Jaguars,W 24 - 20,,,,,,,,,,8,30,3.8,7,0,3,25,8.3,12,0,,
15,Jamal Agnew,DET,WR,,11/15/2020,Football Team,W 30 - 27,,,,,,,,,,,,,,,,,,,,,
420,Jameis Winston,NO,QB,,11/15/2020,49ers,W 27 - 13,6,10,63,6.3,0,0,2,11,78.3,4,-2,-0.5,,0,,,,,,,
66,James Conner,,RB,,11/15/2020,Bengals,W 36 - 10,,,,,,,,,,13,36,2.8,16,0,2,12,6,8,0,,
299,James O'Shaughnessy,JAX,TE,,11/15/2020,@Packers,L 20 - 24,,,,,,,,,,,,,,,0,0,,,0,,
306,James Proche,BAL,WR,,11/16/2020,@Patriots,L 17 - 23,,,,,,,,,,,,,,,,,,,,,
