,Player Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST
369,Curtis Samuel,Carolina Panthers,WR,,10/25/2020,@Saints,L 24 - 27,,,,,,,,,,1,5,5,5,1,6,48,8,22,0,,
130,Cyril Grayson,,WR,,10/25/2020,@Raiders,W 45 - 20,,,,,,,,,,,,,,,,,,,,,
329,D'Andre Swift,Detroit Lions,RB,,10/25/2020,@Falcons,W 23 - 22,,,,,,,,,,9,27,3,13,1,4,21,5.3,14,0,,
210,D'Ernest Johnson,Cleveland Browns,RB,,10/25/2020,@Bengals,W 37 - 34,,,,,,,,,,1,3,3,3,0,,,,,,,
254,D.J. Moore,Carolina Panthers,WR,,10/25/2020,@Saints,L 24 - 27,,,,,,,,,,,,,,,4,93,23.3,74,2,,
265,DK Metcalf,Seattle Seahawks,WR,,10/26/2020,@Cardinals,L 34 - 37,,,,,,,,,,,,,,,2,23,11.5,17,0,,
193,DaeSean Hamilton,Denver Broncos,WR,,10/25/2020,Chiefs,L 16 - 43,,,,,,,,,,,,,,,2,26,13,13,0,,
236,Dalton Keene,,TE,,10/25/2020,49ers,L 6 - 33,,,,,,,,,,,,,,,1,8,8,8,0,,
362,Dalton Schultz,Dallas Cowboys,TE,,10/25/2020,@Football Team,L 3 - 25,,,,,,,,,,,,,,,2,22,11,14,0,,
190,Damien Harris,New England Patriots,RB,,10/25/2020,49ers,L 6 - 33,,,,,,,,,,10,58,5.8,12,0,1,12,12,12,0,,
15,Damiere Byrd,New England Patriots,WR,,10/25/2020,49ers,L 6 - 33,,,,,,,,,,,,,,,1,16,16,16,0,,
1,Dan Arnold,Arizona Cardinals,TE,,10/26/2020,Seahawks,W 37 - 34,,,,,,,,,,,,,,,2,57,28.5,41,0,,
28,Daniel Brown,New York Jets,TE,,10/25/2020,Bills,L 10 - 18,,,,,,,,,,,,,,,,,,,,,
204,Daniel Jones,New York Giants,QB,,10/23/2020,@Eagles,L 21 - 22,20,30,187,6.2,2,1,3,22,91.9,4,92,23,,0,,,,,,1,1
5,Danny Amendola,Detroit Lions,WR,,10/25/2020,@Falcons,W 23 - 22,,,,,,,,,,,,,,,3,62,20.7,36,0,,
299,Dante Pettis,,WR,,10/25/2020,@Patriots,W 33 - 6,,,,,,,,,,,,,,,,,,,,,
353,Darius Slayton,New York Giants,WR,,10/23/2020,@Eagles,L 21 - 22,,,,,,,,,,,,,,,2,23,11.5,12,0,,
256,Darnell Mooney,Chicago Bears,WR,,10/27/2020,@Rams,L 10 - 24,,,,,,,,,,,,,,,3,40,13.3,19,0,,
409,Darrel Williams,Kansas City Chiefs,RB,,10/25/2020,@Broncos,W 43 - 16,,,,,,,,,,,,,,,,,,,,,
92,Darrell Daniels,Arizona Cardinals,TE,,10/26/2020,Seahawks,W 37 - 34,,,,,,,,,,,,,,,0,0,,,0,,
182,Darrell Henderson,Los Angeles Rams,RB,,10/27/2020,Bears,W 24 - 10,,,,,,,,,,15,63,4.2,11,0,2,13,6.5,11,0,,
120,Darren Fells,Houston Texans,TE,,10/25/2020,Packers,L 20 - 35,,,,,,,,,,,,,,,,,,,,,
427,Darren Waller,Las Vegas Raiders,TE,,10/25/2020,Buccaneers,L 20 - 45,,,,,,,,,,,,,,,6,50,8.3,14,1,,
358,Darrius Shepherd,Green Bay Packers,WR,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,,,,,,0,0,,,0,,
377,Darwin Thompson,Kansas City Chiefs,RB,,10/25/2020,@Broncos,W 43 - 16,,,,,,,,,,,,,,,,,,,,,
14,Davante Adams,Green Bay Packers,WR,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,,,,,,13,196,15.1,45,2,,
38,David Blough,Detroit Lions,QB,,10/25/2020,@Falcons,W 23 - 22,,,,,,,,,,,,,,,,,,,,,
211,David Johnson,,RB,,10/25/2020,Packers,L 20 - 35,,,,,,,,,,14,42,3,13,0,4,42,10.5,16,1,1,1
257,David Montgomery,Chicago Bears,RB,,10/27/2020,@Rams,L 10 - 24,,,,,,,,,,14,48,3.4,11,0,5,21,4.2,7,0,,
255,David Moore,Seattle Seahawks,WR,,10/26/2020,@Cardinals,L 34 - 37,,,,,,,,,,1,4,4,4,0,3,54,18,18,0,,
283,David Njoku,Cleveland Browns,TE,,10/25/2020,@Bengals,W 37 - 34,,,,,,,,,,,,,,,2,20,10,16,1,,
69,DeAndre Carter,Chicago Bears,WR,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,,,,,,,,,,,,
160,DeAndre Hopkins,Arizona Cardinals,WR,,10/26/2020,Seahawks,W 37 - 34,,,,,,,,,,,,,,,10,103,10.3,35,1,1,1
424,DeAndre Washington,Miami Dolphins,RB,,10/25/2020,@Broncos,W 43 - 16,,,,,,,,,,3,5,1.7,3,0,1,2,2,2,0,,
225,DeSean Jackson,,WR,,10/23/2020,Giants,W 22 - 21,,,,,,,,,,1,12,12,12,0,3,34,11.3,15,0,,
95,DeeJay Dallas,Seattle Seahawks,RB,,10/26/2020,@Cardinals,L 34 - 37,,,,,,,,,,,,,,,2,18,9,10,0,,
368,Deebo Samuel,San Francisco 49ers,WR,,10/25/2020,@Patriots,W 33 - 6,,,,,,,,,,3,7,2.3,3,0,5,65,13,23,0,,
318,Demarcus Robinson,Kansas City Chiefs,WR,,10/25/2020,@Broncos,W 43 - 16,,,,,,,,,,,,,,,1,4,4,4,0,,
189,Demetrius Harris,Chicago Bears,TE,,10/27/2020,@Rams,L 10 - 24,,,,,,,,,,,,,,,2,15,7.5,9,0,,
259,Denzel Mims,New York Jets,WR,,10/25/2020,Bills,L 10 - 18,,,,,,,,,,,,,,,4,42,10.5,16,0,,
430,Deon Yelder,Kansas City Chiefs,TE,,10/25/2020,@Broncos,W 43 - 16,,,,,,,,,,,,,,,,,,,,,
188,Deonte Harris,New Orleans Saints,WR,,10/25/2020,Panthers,W 27 - 24,,,,,,,,,,,,,,,4,46,11.5,18,1,,
73,Derek Carr,Las Vegas Raiders,QB,,10/25/2020,Buccaneers,L 20 - 45,24,36,284,7.9,2,1,3,13,97.5,2,19,9.5,,0,,,,,,1,0
72,Derek Carrier,Las Vegas Raiders,TE,,10/25/2020,Buccaneers,L 20 - 45,,,,,,,,,,,,,,,,,,,,,
180,Derrick Henry,Tennessee Titans,RB,,10/25/2020,Steelers,L 24 - 27,,,,,,,,,,20,75,3.8,17,1,2,-3,-1.5,-1,0,,
419,Deshaun Watson,Houston Texans,QB,,10/25/2020,Packers,L 20 - 35,29,39,309,7.9,2,0,3,23,114.2,7,38,5.4,,0,,,,,,,
0,Devin Asiasi,,TE,,10/25/2020,49ers,L 6 - 33,,,,,,,,,,,,,,,,,,,,,
355,Devin Singletary,Buffalo Bills,RB,,10/25/2020,@Jets,W 18 - 10,,,,,,,,,,8,29,3.6,12,0,2,18,9,12,0,,
112,Devonta Freeman,,RB,,10/23/2020,@Eagles,L 21 - 22,,,,,,,,,,3,8,2.7,7,0,0,0,,,0,,
36,Devontae Booker,Las Vegas Raiders,RB,,10/25/2020,Buccaneers,L 20 - 45,,,,,,,,,,3,5,1.7,2,0,2,9,4.5,6,0,,
411,Dexter Williams,,RB,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,,,,,,,,,,,,
244,Dion Lewis,New York Giants,RB,,10/23/2020,@Eagles,L 21 - 22,,,,,,,,,,3,23,7.7,19,0,,,,,,1,1
214,Diontae Johnson,Pittsburgh Steelers,WR,,10/25/2020,@Titans,W 27 - 24,,,,,,,,,,,,,,,9,80,8.9,14,2,,
342,Diontae Spencer,Denver Broncos,WR,,10/25/2020,Chiefs,L 16 - 43,,,,,,,,,,,,,,,,,,,,,
309,Donald Parham,Los Angeles Chargers,TE,,10/25/2020,Jaguars,W 39 - 29,,,,,,,,,,,,,,,1,22,22,22,1,,
305,Donovan Peoples-Jones,Cleveland Browns,WR,,10/25/2020,@Bengals,W 37 - 34,,,,,,,,,,,,,,,3,56,18.7,24,1,,
167,Dontrell Hilliard,Cleveland Browns,RB,,10/25/2020,@Bengals,W 37 - 34,,,,,,,,,,,,,,,,,,,,,
197,Dontrelle Inman,Washington Football Team,WR,,10/25/2020,Cowboys,W 25 - 3,,,,,,,,,,,,,,,,,,,,,
30,Drew Brees,,QB,,10/25/2020,Panthers,W 27 - 24,29,36,287,8,2,0,1,10,118.4,3,2,0.7,,1,,,,,,1,1
241,Drew Lock,Denver Broncos,QB,,10/25/2020,Chiefs,L 16 - 43,24,40,254,6.4,0,2,3,20,57.7,3,8,2.7,,1,,,,,,,
370,Drew Sample,Cincinnati Bengals,TE,,10/25/2020,Browns,L 34 - 37,,,,,,,,,,,,,,,5,52,10.4,16,0,,
215,Duke Johnson,Houston Texans,RB,,10/25/2020,Packers,L 20 - 35,,,,,,,,,,1,-1,-1,-1,0,5,43,8.6,30,0,1,0
408,Duke Williams,,WR,,10/25/2020,@Jets,W 18 - 10,,,,,,,,,,,,,,,,,,,,,
185,Dwayne Haskins,Washington Football Team,QB,,10/25/2020,Cowboys,W 25 - 3,,,,,,,,,,,,,,,,,,,,,
423,Dwayne Washington,New Orleans Saints,RB,,10/25/2020,Panthers,W 27 - 24,,,,,,,,,,,,,,,,,,,,,
335,Easton Stick,Los Angeles Chargers,QB,,10/25/2020,Jaguars,W 39 - 29,1,1,4,4,0,0,0,0,83.3,1,-2,-2,,0,,,,,,,
306,Elijhaa Penny,New York Giants,RB,,10/23/2020,@Eagles,L 21 - 22,,,,,,,,,,,,,,,,,,,,,
43,Eno Benjamin,Arizona Cardinals,RB,,10/26/2020,Seahawks,W 37 - 34,,,,,,,,,,,,,,,,,,,,,
339,Equanimeous St. Brown,Green Bay Packers,WR,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,,,,,,,,,,,,
107,Eric Ebron,Pittsburgh Steelers,TE,,10/25/2020,@Titans,W 27 - 24,,,,,,,,,,,,,,,6,50,8.3,22,0,,
375,Eric Tomlinson,,TE,,10/23/2020,@Eagles,L 21 - 22,,,,,,,,,,,,,,,,,,,,,
50,Evan Baylis,,TE,,10/26/2020,Seahawks,W 37 - 34,,,,,,,,,,,,,,,,,,,,,
100,Evan Engram,New York Giants,TE,,10/23/2020,@Eagles,L 21 - 22,,,,,,,,,,2,3,1.5,7,0,6,46,7.7,17,0,,
101,Ezekiel Elliott,Dallas Cowboys,RB,,10/25/2020,@Football Team,L 3 - 25,,,,,,,,,,12,45,3.8,12,0,1,6,6,6,0,,
253,Foster Moreau,Las Vegas Raiders,TE,,10/25/2020,Buccaneers,L 20 - 45,,,,,,,,,,,,,,,,,,,,,
133,Frank Gore,New York Jets,RB,,10/25/2020,Bills,L 10 - 18,,,,,,,,,,11,60,5.5,13,0,,,,,,,
330,Freddie Swain,Seattle Seahawks,WR,,10/26/2020,@Cardinals,L 34 - 37,,,,,,,,,,,,,,,0,0,,,0,,
287,Gabe Nabers,Los Angeles Chargers,RB,,10/25/2020,Jaguars,W 39 - 29,,,,,,,,,,,,,,,0,0,,,0,,
89,Gabriel Davis,Buffalo Bills,WR,,10/25/2020,@Jets,W 18 - 10,,,,,,,,,,,,,,,1,11,11,11,0,,
141,Garrett Gilbert,Dallas Cowboys,QB,,10/25/2020,@Football Team,L 3 - 25,,,,,,,,,,,,,,,,,,,,,
350,Geno Smith,Seattle Seahawks,QB,,10/26/2020,@Cardinals,L 34 - 37,,,,,,,,,,,,,,,,,,,,,
331,Geoff Swaim,Tennessee Titans,TE,,10/25/2020,Steelers,L 24 - 27,,,,,,,,,,,,,,,0,0,,,0,,
229,George Kittle,,TE,,10/25/2020,@Patriots,W 33 - 6,,,,,,,,,,,,,,,5,55,11,15,0,,
96,Gerald Everett,Los Angeles Rams,TE,,10/27/2020,Bears,W 24 - 10,,,,,,,,,,,,,,,4,28,7,16,1,,
42,Giovani Bernard,Cincinnati Bengals,RB,,10/25/2020,Browns,L 34 - 37,,,,,,,,,,13,37,2.8,8,0,5,59,11.8,25,1,,
389,Golden Tate,New York Giants,WR,,10/23/2020,@Eagles,L 21 - 22,,,,,,,,,,,,,,,1,39,39,39,1,,
289,Greg Olsen,,TE,,10/26/2020,@Cardinals,L 34 - 37,,,,,,,,,,,,,,,2,18,9,13,0,,
426,Greg Ward,Philadelphia Eagles,WR,,10/23/2020,Giants,W 22 - 21,,,,,,,,,,,,,,,5,42,8.4,14,1,,
288,Gunner Olszewski,New England Patriots,WR,,10/25/2020,49ers,L 6 - 33,,,,,,,,,,,,,,,,,,,,1,0
17,Hakeem Butler,,TE,,10/23/2020,Giants,W 22 - 21,,,,,,,,,,,,,,,0,0,,,0,,
21,Harrison Bryant,Cleveland Browns,TE,,10/25/2020,@Bengals,W 37 - 34,,,,,,,,,,,,,,,4,56,14,35,2,,
152,Hayden Hurst,Atlanta Falcons,TE,,10/25/2020,Lions,L 22 - 23,,,,,,,,,,,,,,,6,68,11.3,17,0,,
312,Henry Ruggs III,Las Vegas Raiders,WR,,10/25/2020,Buccaneers,L 20 - 45,,,,,,,,,,1,10,10,10,0,2,35,17.5,29,0,,
179,Hunter Henry,Los Angeles Chargers,TE,,10/25/2020,Jaguars,W 39 - 29,,,,,,,,,,,,,,,3,23,7.7,11,0,,
326,Hunter Renfrow,Las Vegas Raiders,WR,,10/25/2020,Buccaneers,L 20 - 45,,,,,,,,,,,,,,,4,42,10.5,15,0,,
383,Ian Thomas,Carolina Panthers,TE,,10/25/2020,@Saints,L 24 - 27,,,,,,,,,,,,,,,1,11,11,11,0,,
285,Isaac Nauta,Detroit Lions,TE,,10/25/2020,@Falcons,W 23 - 22,,,,,,,,,,,,,,,1,3,3,3,0,,
271,Isaiah McKenzie,Buffalo Bills,WR,,10/25/2020,@Jets,W 18 - 10,,,,,,,,,,1,-11,-11,-11,0,2,14,7,8,0,,
395,Isaiah Wright,Washington Football Team,WR,,10/25/2020,Cowboys,W 25 - 3,,,,,,,,,,,,,,,,,,,,,
349,Ito Smith,Atlanta Falcons,RB,,10/25/2020,Lions,L 22 - 23,,,,,,,,,,,,,,,0,0,,,0,,
268,J.D. McKissic,Washington Football Team,RB,,10/25/2020,Cowboys,W 25 - 3,,,,,,,,,,5,35,7,12,0,2,16,8,9,0,,
2,J.J. Arcega-Whiteside,,WR,,10/23/2020,Giants,W 22 - 21,,,,,,,,,,,,,,,1,8,8,8,0,,
388,J.J. Taylor,New England Patriots,RB,,10/25/2020,49ers,L 6 - 33,,,,,,,,,,,,,,,,,,,,,
164,J.P. Holtz,Chicago Bears,TE,,10/27/2020,@Rams,L 10 - 24,,,,,,,,,,,,,,,,,,,,,
184,JaMycal Hasty,,RB,,10/25/2020,@Patriots,W 33 - 6,,,,,,,,,,9,57,6.3,20,0,1,16,16,16,0,,
338,Jace Sternberger,Green Bay Packers,TE,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,,,,,,1,3,3,3,1,,
